NAME,TYPE,RESOURCE GROUP,LOCATION,SUBSCRIPTION,
"cloudshell1650728127","Storage account","learn-ff640054-dcc9-46b0-aee4-e84c6d6e35b4","Southeast Asia","Concierge Subscription"
"stg4californiarpt","Storage account","learn-ff640054-dcc9-46b0-aee4-e84c6d6e35b4","South India","Concierge Subscription"
